[2023-02-01T08:33:30.378429+01:00] Rizal\Logger\LoggerTest.INFO: Log [] []
[2023-02-01T08:46:31.150506+01:00] Rizal\Logger\LoggerTest.INFO: Log [] []
[2023-02-01T08:46:49.107444+01:00] Rizal\Logger\LevelTest.INFO: Info Level [] []
[2023-02-01T08:46:49.121221+01:00] Rizal\Logger\LevelTest.EMERGENCY: Emergency Level [] []
[2023-02-01T08:46:49.121347+01:00] Rizal\Logger\LevelTest.DEBUG: Debug Level [] []
[2023-02-01T08:46:49.121416+01:00] Rizal\Logger\LevelTest.ALERT: Alert Level [] []
[2023-02-01T08:46:49.121482+01:00] Rizal\Logger\LevelTest.CRITICAL: Critical Level [] []
[2023-02-01T08:46:49.121552+01:00] Rizal\Logger\LevelTest.NOTICE: Notice Level [] []
[2023-02-01T08:50:17.395101+01:00] Rizal\Logger\LevelTest.INFO: Info Level [] []
[2023-02-01T08:50:17.399114+01:00] Rizal\Logger\LevelTest.EMERGENCY: Emergency Level [] []
[2023-02-01T08:50:17.402101+01:00] Rizal\Logger\LevelTest.DEBUG: Debug Level [] []
[2023-02-01T08:50:17.402268+01:00] Rizal\Logger\LevelTest.ALERT: Alert Level [] []
[2023-02-01T08:50:17.402492+01:00] Rizal\Logger\LevelTest.CRITICAL: Critical Level [] []
[2023-02-01T08:50:17.402610+01:00] Rizal\Logger\LevelTest.NOTICE: Notice Level [] []
[2023-02-01T08:50:56.548440+01:00] Rizal\Logger\LevelTest.INFO: Info Level [] []
[2023-02-01T08:50:56.553269+01:00] Rizal\Logger\LevelTest.EMERGENCY: Emergency Level [] []
[2023-02-01T08:50:56.553742+01:00] Rizal\Logger\LevelTest.ALERT: Alert Level [] []
[2023-02-01T08:50:56.553864+01:00] Rizal\Logger\LevelTest.CRITICAL: Critical Level [] []
[2023-02-01T08:50:56.553985+01:00] Rizal\Logger\LevelTest.NOTICE: Notice Level [] []
[2023-02-01T09:02:17.169223+01:00] Rizal\Logger\ContextTest.INFO: Successful Login {"username":"rizal300500"} []
[2023-02-01T09:02:17.176771+01:00] Rizal\Logger\ContextTest.ERROR: Error Login {"username":"_Rizal"} []
[2023-02-01T09:03:04.032153+01:00] Rizal\Logger\ContextTest.INFO: Successful Login {"username":"rizal300500"} []
[2023-02-01T09:03:04.036334+01:00] Rizal\Logger\ContextTest.ERROR: Error Login {"username":"_Rizal"} []
[2023-02-01T09:18:52.807749+01:00] Rizal\Logger\ProcessorTest.INFO: Hello [] {"app":{"author":"Rizal","app":"Belajar PHP Logger"}}
[2023-02-01T09:21:04.004775+01:00] Rizal\Logger\ProcessorTest.INFO: Hello {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"}}
[2023-02-01T09:21:37.547896+01:00] Rizal\Logger\ProcessorTest.INFO: Hello {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"}}
[2023-02-01T09:35:09.842097+01:00] Rizal\Logger\ProcessorTest.INFO: Hello {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"memory_usage":"4 MB"}
[2023-02-01T10:04:13.104711+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:131 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.104767+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:132 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.104828+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:133 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.104886+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:134 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.104944+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:135 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.105000+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:136 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.105062+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:137 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.105122+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:138 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.105179+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:139 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.106760+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:140 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.106996+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:141 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.107067+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:142 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.107202+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:143 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.107265+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:144 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.107330+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:145 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.107545+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:146 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.108618+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:147 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.108861+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:148 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.109046+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:149 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.109122+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:150 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.109184+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:151 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.109245+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:152 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.109306+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:153 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.109367+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:154 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.109425+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:155 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.109524+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:156 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.109608+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:157 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.109670+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:158 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.109727+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:159 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.109789+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:160 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.109848+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:161 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.109906+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:162 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.109966+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:163 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.110027+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:164 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.110084+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:165 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.110144+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:166 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.110204+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:167 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.110261+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:168 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.110365+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:169 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.110428+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:170 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.110489+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:171 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.110548+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:172 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.110610+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:173 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.110665+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:174 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.110725+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:175 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.110785+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:176 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.110842+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:177 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.110901+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:178 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.110961+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:179 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.111018+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:180 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.111077+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:181 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.111136+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:182 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.111196+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:183 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.111256+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:184 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.111315+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:185 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.111373+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:186 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.111429+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:187 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.111483+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:188 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.111545+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:189 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.111664+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:190 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.111727+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:191 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.111787+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:192 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.111845+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:193 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.111900+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:194 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.111962+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:195 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.112023+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:196 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.112078+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:197 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.112134+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:198 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.112192+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:199 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.112250+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:200 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.112312+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:201 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.112366+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:202 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.112426+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:203 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.112485+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:204 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.112544+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:205 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.112602+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:206 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.112659+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:207 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.112719+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:208 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.112776+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:209 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.112833+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:210 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.112895+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:211 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.112953+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:212 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.113014+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:213 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.113069+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:214 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.113128+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:215 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.113186+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:216 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.113243+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:217 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.113298+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:218 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.113356+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:219 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.113412+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:220 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.113470+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:221 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.113527+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:222 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.113584+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:223 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.113640+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:224 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.113698+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:225 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.113752+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:226 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.113811+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:227 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.113866+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:228 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.113925+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:229 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.113984+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:230 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.114042+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:231 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.114103+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:232 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.114161+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:233 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T10:04:13.114219+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:234 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
